,ISU_CD,ISU_SRT_CD,ISU_NM,ISU_ABBRV,ISU_ENG_NM,LIST_DD,ETF_OBJ_IDX_NM,IDX_CALC_INST_NM1,IDX_CALC_INST_NM2,ETF_REPLICA_METHD_TP_CD,IDX_MKT_CLSS_NM,IDX_ASST_CLSS_NM,LIST_SHRS,COM_ABBRV,CU_QTY,ETF_TOT_FEE,TAX_TP_CD
453,KR7455030007,455030,삼성 KODEX 미국달러SOFR금리액티브특별자산상장지수투자신탁[금리-파생형](합성),KODEX 미국달러SOFR금리액티브(합성),SAMSUNG KODEX US DOLLAR SOFR Active ETF(SYNTH),2023/04/04,Bloomberg SOFR Daily Total Return Index,Bloomberg,일반,합성(액티브),해외,기타,"32,070,000",삼성자산운용,"10,000",0.150000,배당소득세(보유기간과세)
454,KR7261250005,261250,삼성 KODEX 미국달러선물레버리지특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물레버리지,SAMSUNG KODEX USD Futures Leverage ETF,2016/12/27,미국달러선물지수,KRX,2X 레버리지,실물(패시브),국내,통화,"2,340,000",삼성자산운용,"10,000",0.450000,배당소득세(보유기간과세)
455,KR7261260004,261260,삼성 KODEX 미국달러선물인버스2X특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물인버스2X,SAMSUNG KODEX USD Futures Inverse2X ETF,2016/12/27,미국달러선물지수,KRX,2X 인버스,실물(패시브),국내,통화,"11,060,000",삼성자산운용,"10,000",0.450000,배당소득세(보유기간과세)
456,KR7261270003,261270,삼성 KODEX 미국달러선물인버스특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물인버스,SAMSUNG KODEX USD Futures Inverse ETF,2016/12/27,미국달러선물지수,KRX,1X 인버스,실물(패시브),국내,통화,"3,930,000",삼성자산운용,"10,000",0.450000,배당소득세(보유기간과세)
457,KR7261240006,261240,삼성 KODEX 미국달러선물특별자산상장지수투자신탁(미국달러-파생형),KODEX 미국달러선물,SAMSUNG KODEX USD Futures ETF,2016/12/27,미국달러선물지수,KRX,일반,실물(패시브),국내,통화,"5,420,000",삼성자산운용,"10,000",0.250000,배당소득세(보유기간과세)
458,KR7280930009,280930,삼성 KODEX 미국러셀2000증권상장지수투자신탁[주식-파생형](H),KODEX 미국러셀2000(H),Samsung KODEX US Russell 2000 ETF(H),2017/11/09,FTSE Russell 2000 Index,FTSE,일반,실물(패시브),해외,주식,"1,950,000",삼성자산운용,"50,000",0.450000,배당소득세(보유기간과세)
459,KR7411420003,411420,삼성 KODEX 미국메타버스나스닥액티브증권상장지수투자신탁[주식],KODEX 미국메타버스나스닥액티브,SAMSUNG KODEX US Metaverse Nasdaq Active ETF,2021/12/22,Nasdaq CB Insights Metaverse US Index (Price Return),NASDAQ,일반,실물(액티브),해외,주식,"8,450,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
460,KR7390390003,390390,삼성 KODEX 미국반도체MV증권상장지수투자신탁[주식],KODEX 미국반도체MV,SAMSUNG KODEX US Semiconductor MV ETF,2021/06/30,MVIS US Listed Semiconductor 25 Index,MVIS,일반,실물(패시브),해외,주식,"7,800,000",삼성자산운용,"50,000",0.090000,배당소득세(보유기간과세)
461,KR7441640000,441640,삼성 KODEX 미국배당프리미엄S&P액티브증권상장지수투자신탁[주식-파생형],KODEX 미국배당프리미엄액티브,SAMSUNG KODEX US Dividend Premium S&P Active ETF,2022/09/27,S&P 500,S&P,일반,실물(액티브),해외,주식,"3,950,000",삼성자산운용,"50,000",0.190000,배당소득세(보유기간과세)
462,KR7390400000,390400,삼성 KODEX 미국스마트모빌리티S&P증권상장지수투자신탁[주식],KODEX 미국스마트모빌리티S&P,SAMSUNG KODEX US Smart Mobility S&P ETF,2021/06/30,S&P Kensho Smart Transportation,S&P,일반,실물(패시브),해외,주식,"1,600,000",삼성자산운용,"100,000",0.090000,배당소득세(보유기간과세)
463,KR7437080005,437080,삼성 KODEX 미국종합채권SRI액티브증권상장지수투자신탁(H)[채권],KODEX 미국종합채권SRI액티브(H),SAMSUNG KODEX US Bond SRI Active ETF(H),2022/08/09,Bloomberg MSCI US Aggregate 2bn ex Securitized SRI Capped Index(Total Return),Bloomberg,일반,실물(액티브),해외,채권,"701,000",삼성자산운용,"1,000",0.180000,배당소득세(보유기간과세)
464,KR7308620004,308620,삼성 KODEX 미국채10년선물증권상장지수투자신탁[채권-파생형],KODEX 미국채10년선물,Samsung KODEX T-note Futures ETF,2018/10/19,S&P 10-Year U.S. Treasury Note Futures KRW(ER),S&P,일반,실물(패시브),해외,채권,"3,500,000",삼성자산운용,"100,000",0.090000,배당소득세(보유기간과세)
465,KR7304670003,304670,삼성 KODEX 미국채울트라30년선물인버스증권상장지수투자신탁[채권-파생형](H),KODEX 미국채울트라30년선물인버스(H),Samsung KODEX Ultra T-bond Futures Inverse(H) ETF,2018/09/12,S&P Ultra T-Bond Futures Index(ER),S&P,1X 인버스,실물(패시브),해외,채권,"700,000",삼성자산운용,"100,000",0.300000,배당소득세(보유기간과세)
466,KR7304660004,304660,삼성 KODEX 미국채울트라30년선물증권상장지수투자신탁[채권-파생형](H),KODEX 미국채울트라30년선물(H),Samsung KODEX Ultra T-bond Futures(H) ETF,2018/09/12,S&P Ultra T-Bond Futures Index(ER),S&P,일반,실물(패시브),해외,채권,"37,400,000",삼성자산운용,"100,000",0.300000,배당소득세(보유기간과세)
467,KR7419420005,419420,삼성 KODEX 미국클린에너지나스닥증권상장지수투자신탁[주식],KODEX 미국클린에너지나스닥,SAMSUNG KODEX US Clean Energy Nasdaq ETF,2022/03/22,Nasdaq Clean Edge Green Energy Index (Price Return),NASDAQ,일반,실물(패시브),해외,주식,"1,200,000",삼성자산운용,"100,000",0.450000,배당소득세(보유기간과세)
468,KR7266360007,266360,삼성 KODEX 미디어&엔터테인먼트증권상장지수투자신탁(주식),KODEX 미디어&엔터테인먼트,Samsung KODEX Media & Entertainment ETF,2017/03/28,KRX 미디어&엔터테인먼트,KRX,일반,실물(패시브),국내,주식,"2,000,000",삼성자산운용,"100,000",0.450000,비과세
469,KR7244580007,244580,삼성 KODEX 바이오증권상장지수투자신탁[주식],KODEX 바이오,Samsung KODEX BIO ETF,2016/05/13,FnGuide 바이오 지수,FnGuide,일반,실물(패시브),국내,주식,"14,720,000",삼성자산운용,"80,000",0.450000,비과세
470,KR7091160002,091160,삼성 KODEX 반도체 증권상장지수투자신탁[주식],KODEX 반도체,SAMSUNG KODEX SEMICON ETF,2006/06/27,KRX 반도체,KRX,일반,실물(패시브),국내,주식,"18,500,000",삼성자산운용,"50,000",0.450000,비과세
471,KR7325020006,325020,삼성 KODEX 배당가치증권상장지수투자신탁[주식형],KODEX 배당가치,SAMSUNG KODEX Dividend Value ETF,2019/05/31,FnGuide SLV 배당가치 지수,FnGuide,일반,실물(패시브),국내,주식,"9,000,000",삼성자산운용,"100,000",0.300000,비과세
472,KR7211900006,211900,삼성 KODEX 배당성장 증권상장지수투자신탁(주식),KODEX 배당성장,Samsung KODEX Dividend Growth ETF,2014/12/17,코스피 배당성장 50,KRX,일반,실물(패시브),국내,주식,"1,500,000",삼성자산운용,"50,000",0.150000,비과세
473,KR7237370002,237370,삼성 KODEX 배당성장채권혼합 증권상장지수투자신탁(채권혼합),KODEX 배당성장채권혼합,SAMSUNG KODEX GROWTH DIVIDEND BALANCED ETF,2016/01/27,배당성장채권혼합지수,KRX,일반,실물(패시브),국내,혼합자산,"1,800,000",삼성자산운용,"200,000",0.190000,배당소득세(보유기간과세)
474,KR7244670006,244670,삼성 KODEX 밸류PLUS증권상장지수투자신탁[주식],KODEX 밸류Plus,Samsung KODEX Value PLUS ETF,2016/05/13,FnGuide 벨류 Plus 지수,FnGuide,일반,실물(패시브),국내,주식,"500,000",삼성자산운용,"100,000",0.300000,비과세
475,KR7102780004,102780,삼성 KODEX 삼성그룹주 증권상장지수투자신탁[주식],KODEX 삼성그룹,SAMSUNG KODEX Samsung Group ETF,2008/05/21,삼성그룹,FnGuide,일반,실물(패시브),국내,주식,"125,600,000",삼성자산운용,"100,000",0.250000,비과세
476,KR7448330001,448330,삼성 KODEX 삼성전자채권혼합Wise증권상장지수투자신탁[채권혼합],KODEX 삼성전자채권혼합Wise,SAMSUNG KODEX Wise Samsung Electronics Balanced ETF,2022/11/29,Wise 삼성전자채권혼합 지수,FnGuide,일반,실물(패시브),국내,혼합자산,"3,300,000",삼성자산운용,"100,000",0.070000,배당소득세(보유기간과세)
477,KR7251350005,251350,삼성 KODEX 선진국MSCI World 증권상장지수투자신탁[주식],KODEX 선진국MSCI World,Samsung KODEX MSCI World ETF,2016/08/17,MSCI World,MSCI,일반,실물(패시브),해외,주식,"12,900,000",삼성자산운용,"50,000",0.300000,배당소득세(해외주식투자전용ETF)
478,KR7437070006,437070,삼성 KODEX 아시아달러채권SRI플러스액티브증권상장지수투자신탁[채권],KODEX 아시아달러채권SRI플러스액티브,SAMSUNG KODEX Asia USD Bond SRI Plus Active ETF,2022/08/09,Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return),Bloomberg,일반,실물(액티브),해외,채권,"1,106,000",삼성자산운용,"2,000",0.180000,배당소득세(보유기간과세)
479,KR7446690000,446690,삼성 KODEX 아시아반도체공급망exChina액티브증권상장지수투자신탁[주식],KODEX 아시아반도체공급망exChina액티브,SAMSUNG KODEX ASIA SEMICON Supply Chain exChina Active ETF,2023/02/01,iSelect 아시아반도체 제조동맹 지수(시장가격),NH투자증권,일반,실물(액티브),해외,주식,"700,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
480,KR7456250000,456250,삼성 KODEX 유럽명품TOP10 STOXX증권상장지수투자신탁[주식],KODEX 유럽명품TOP10 STOXX,SAMSUNG KODEX Europe Luxury TOP10 STOXX ETF,2023/04/25,STOXX Europe Luxury 10 Index(Price Return),STOXX,일반,실물(패시브),해외,주식,"3,000,000",삼성자산운용,"50,000",0.450000,배당소득세(보유기간과세)
481,KR7400570008,400570,삼성 KODEX 유럽탄소배출권선물ICE특별자산상장지수투자신탁[탄소배출권-파생형](H),KODEX 유럽탄소배출권선물ICE(H),SAMSUNG KODEX Europe Carbon Allowance Futures ICE ETF(H),2021/09/30,ICE EUA Carbon Futures Index(Excess Return),"ICE Data Indices, LLC",일반,실물(패시브),해외,기타,"4,010,000",삼성자산운용,"10,000",0.640000,배당소득세(보유기간과세)
482,KR7144600004,144600,삼성 KODEX 은선물특별자산상장지수투자신탁(은-파생형)(H),KODEX 은선물(H),SAMSUNG KODEX SILVER FUTURES SPECIAL ASSET ETF,2011/07/18,S&P GSCI Silver Index(TR),S&P,일반,실물(패시브),해외,원자재,"16,100,000",삼성자산운용,"100,000",0.680000,배당소득세(보유기간과세)
483,KR7091170001,091170,삼성 KODEX 은행 증권상장지수투자신탁[주식],KODEX 은행,SAMSUNG KODEX BANKs ETF,2006/06/27,KRX 은행,KRX,일반,실물(패시브),국내,주식,"53,750,000",삼성자산운용,"50,000",0.300000,비과세
484,KR7453820003,453820,삼성 KODEX 인도Nifty50레버리지증권상장지수투자신탁[주식-파생형](합성),KODEX 인도Nifty50레버리지(합성),SAMSUNG KODEX India Nifty50 Leverage ETF(SYNTH),2023/04/21,Nifty 50 Index,NSE(NSE Indices Limited),2X 레버리지,합성(패시브),해외,주식,"3,000,000",삼성자산운용,"50,000",0.390000,배당소득세(보유기간과세)
485,KR7453810004,453810,삼성 KODEX 인도Nifty50증권상장지수투자신탁[주식-파생형],KODEX 인도Nifty50,SAMSUNG KODEX India Nifty50 ETF,2023/04/21,Nifty 50 Index,NSE(NSE Indices Limited),일반,실물(패시브),해외,주식,"8,850,000",삼성자산운용,"50,000",0.190000,배당소득세(보유기간과세)
486,KR7091180000,091180,삼성 KODEX 자동차 증권상장지수투자신탁[주식],KODEX 자동차,SAMSUNG KODEX AUTOs ETF,2006/06/27,KRX 자동차,KRX,일반,실물(패시브),국내,주식,"35,200,000",삼성자산운용,"50,000",0.450000,비과세
487,KR7363570003,363570,삼성 KODEX 장기종합채권(AA-이상)액티브KAP증권상장지수투자신탁[채권],KODEX 장기종합채권(AA-이상)액티브KAP,SAMSUNG KODEX Active KAP Long Term Korea Total Bond Market(AA-) ETF,2020/09/25,"KAP 한국장기종합채권지수(AA-이상, 총수익)",한국자산평가(KAP),일반,실물(액티브),국내,채권,"1,596,000",삼성자산운용,"1,000",0.045000,배당소득세(보유기간과세)
488,KR7273130005,273130,삼성 KODEX 종합채권(AA-이상)액티브증권상장지수투자신탁[채권],KODEX 종합채권(AA-이상)액티브,Samsung KODEX Active Korea Total Bond Market(AA-) ETF,2017/06/29,KAP 한국종합채권지수,한국자산평가(KAP),일반,실물(액티브),국내,채권,"26,336,000",삼성자산운용,"1,000",0.045000,배당소득세(보유기간과세)
489,KR7102970001,102970,삼성 KODEX 증권주 증권상장지수투자신탁[주식],KODEX 증권,SAMSUNG KODEX Securities ETF,2008/05/29,KRX 증권,KRX,일반,실물(패시브),국내,주식,"6,950,000",삼성자산운용,"50,000",0.450000,비과세
490,KR7419430004,419430,삼성 KODEX 차이나2차전지MSCI증권상장지수투자신탁[주식-파생형](합성),KODEX 차이나2차전지MSCI(합성),SAMSUNG KODEX MSCI China All Shares Batteries ETF(SYNTH),2022/03/22,MSCI China all shares IMI Select Batteries Index(Price Return),MSCI,일반,합성(패시브),해외,주식,"7,900,000",삼성자산운용,"100,000",0.250000,배당소득세(보유기간과세)
491,KR7283580009,283580,삼성 KODEX 차이나CSI300증권상장지수투자신탁[주식-파생형],KODEX 차이나CSI300,Samsung KODEX China CSI300 ETF,2017/12/13,CSI 300 Index,CSI,일반,실물(패시브),해외,주식,"7,500,000",삼성자산운용,"50,000",0.120000,배당소득세(해외주식투자전용ETF)
492,KR7169950003,169950,삼성 KODEX 차이나FTSE China A50증권상장지수투자신탁[주식-파생형],KODEX 차이나A50,SAMSUNG KODEX FTSE China A50 ETF,2013/01/21,FTSE China A50 Index,FTSE,일반,실물(패시브),해외,주식,"1,500,000",삼성자산운용,"100,000",0.120000,배당소득세(해외주식투자전용ETF)
493,KR7204450001,204450,삼성 KODEX 차이나H레버리지증권상장지수투자신탁(주식-파생형)(H),KODEX 차이나H레버리지(H),Samsung KODEX China H Leverage ETF,2014/09/12,Hang Seng China H,HangSeng,2X 레버리지,실물(패시브),해외,주식,"40,800,000",삼성자산운용,"100,000",0.640000,배당소득세(보유기간과세)
494,KR7099140006,099140,삼성 KODEX 차이나H증권상장지수투자신탁[주식],KODEX 차이나H,SAMSUNG KODEX China H ETF,2007/10/10,Hang Seng China H,HangSeng,일반,실물(패시브),해외,주식,"2,450,000",삼성자산운용,"50,000",0.120000,배당소득세(해외주식투자전용ETF)
495,KR7415340009,415340,삼성 KODEX 차이나과창판STAR50증권상장지수투자신탁[주식-파생형](합성),KODEX 차이나과창판STAR50(합성),SAMSUNG KODEX China STAR 50 ETF(SYNTH),2022/01/13,STAR 50 Index(Price Return),CSI,일반,합성(패시브),해외,주식,"3,000,000",삼성자산운용,"10,000",0.090000,배당소득세(보유기간과세)
496,KR7428510002,428510,삼성 KODEX 차이나메타버스액티브증권상장지수투자신탁[주식],KODEX 차이나메타버스액티브,SAMSUNG KODEX China Metaverse Active ETF,2022/05/17,Bloomberg Greater China Media & Tech Index(Price Return),Bloomberg,일반,실물(액티브),해외,주식,"500,000",삼성자산운용,"50,000",0.500000,배당소득세(보유기간과세)
497,KR7256750001,256750,삼성 KODEX 차이나심천ChiNext증권상장지수투자신탁[주식-파생형](합성),KODEX 차이나심천ChiNext(합성),SAMSUNG KODEX ChiNext ETF(Synth),2016/11/08,SZSE ChiNext Price Index,SSI(Shenzhen Securities Information Co Ltd),일반,합성(패시브),해외,주식,"3,182,000",삼성자산운용,"1,000",0.470000,배당소득세(보유기간과세)
498,KR7372330001,372330,삼성 KODEX 차이나항셍테크증권상장지수투자신탁[주식],KODEX 차이나항셍테크,SAMSUNG KODEX China Hang Seng TECH ETF,2020/12/16,Hang Seng TECH Index,HangSeng,일반,실물(패시브),해외,주식,"31,650,000",삼성자산운용,"50,000",0.120000,배당소득세(보유기간과세)
499,KR7279540009,279540,삼성 KODEX 최소변동성증권상장지수투자신탁[주식],KODEX 최소변동성,Samsung KODEX Min Vol ETF,2017/10/17,KRX 최소변동성지수,KRX,일반,실물(패시브),국내,주식,"600,000",삼성자산운용,"100,000",0.300000,비과세
500,KR7229200001,229200,삼성 KODEX 코스닥 150 증권상장지수투자신탁(주식),KODEX 코스닥150,SAMSUNG KODEX KOSDAQ 150 ETF,2015/10/01,코스닥 150,KRX,일반,실물(패시브),국내,주식,"56,450,000",삼성자산운용,"50,000",0.250000,비과세
501,KR7233740000,233740,삼성 KODEX 코스닥150 레버리지증권상장지수투자신탁(주식-파생형),KODEX 코스닥150레버리지,SAMSUNG KODEX KOSDAQ150 LEVERAGE ETF,2015/12/17,코스닥 150,KRX,2X 레버리지,실물(패시브),국내,주식,"99,900,000",삼성자산운용,"100,000",0.640000,배당소득세(보유기간과세)
502,KR7360150007,360150,삼성 KODEX 코스닥150롱코스피200숏선물증권상장지수투자신탁[주식-파생형],KODEX 코스닥150롱코스피200숏선물,SAMSUNG KODEX KOSDAQ150LONGKOSPI200SHORT Futures ETF,2020/08/21,코스닥150 롱 100% 코스피200 숏 100% 선물지수,KRX,일반,실물(패시브),국내,주식,"800,000",삼성자산운용,"100,000",0.640000,배당소득세(보유기간과세)
503,KR7251340006,251340,삼성 KODEX 코스닥150인버스증권상장지수투자신탁(주식-파생형),KODEX 코스닥150선물인버스,SAMSUNG KODEX KOSDAQ150 INVERSE ETF,2016/08/10,F-코스닥150 지수,KRX,1X 인버스,실물(패시브),국내,주식,"112,500,000",삼성자산운용,"100,000",0.640000,배당소득세(보유기간과세)
